,episode,time_sec,step,action,reward
313,1,1570,314.0,"2,4,1,3,2,2,1,2,3,0,0,0,0,2,0,2,1,0,3,0,1,2,1,3,2",-321.2
314,1,1575,315.0,"4,0,4,0,2,2,0,3,3,2,0,1,1,0,3,2,2,3,2,0,0,3,2,4,4",-344.6
315,1,1580,316.0,"2,0,1,1,2,0,2,3,3,2,2,3,2,0,1,2,3,0,0,2,4,0,2,0,0",-371.8
316,1,1585,317.0,"2,4,1,3,1,1,0,1,1,4,1,3,0,4,3,3,2,2,4,2,1,1,1,4,0",-424.0
317,1,1590,318.0,"4,0,0,3,4,0,2,2,1,0,0,0,2,3,4,0,3,0,2,0,3,1,4,3,4",-431.40000000000003
318,1,1595,319.0,"3,1,0,0,3,0,0,1,3,3,0,4,4,1,0,2,2,2,2,1,4,3,0,4,2",-428.00000000000006
319,1,1600,320.0,"4,4,0,3,3,2,3,1,0,2,1,2,2,3,0,0,1,0,2,0,0,3,0,3,0",-434.40000000000003
320,1,1605,321.0,"1,0,4,0,4,0,2,2,1,4,2,3,4,2,2,3,0,4,0,3,4,3,4,0,0",-406.59999999999997
321,1,1610,322.0,"3,2,2,3,1,3,3,1,3,0,0,3,2,0,0,2,0,3,0,2,0,0,4,4,3",-431.0
322,1,1615,323.0,"4,0,2,0,2,1,2,1,0,2,0,2,4,3,1,2,0,3,1,4,1,1,0,0,2",-444.00000000000006
323,1,1620,324.0,"2,2,0,4,0,1,0,3,2,0,2,3,2,3,4,0,0,0,0,1,0,3,2,1,0",-421.19999999999993
324,1,1625,325.0,"1,2,2,2,3,0,1,2,3,3,2,2,2,0,0,2,4,4,4,0,3,1,2,1,4",-407.6
325,1,1630,326.0,"0,4,3,2,0,2,0,1,1,0,0,0,1,4,3,2,1,3,0,2,0,1,1,1,0",-403.6
326,1,1635,327.0,"2,0,4,3,2,1,0,1,1,3,2,3,4,1,2,2,1,0,4,4,4,0,0,2,2",-437.6000000000001
327,1,1640,328.0,"1,4,2,4,2,1,2,1,2,0,2,0,0,3,4,4,3,3,4,0,4,0,1,1,0",-452.4
328,1,1645,329.0,"0,3,2,3,2,0,0,0,1,4,3,2,0,0,1,2,4,3,3,1,0,0,2,0,3",-395.0
329,1,1650,330.0,"2,2,2,4,2,2,0,1,2,2,4,1,3,0,4,4,3,2,4,1,0,1,3,3,4",-445.40000000000003
330,1,1655,331.0,"0,2,0,4,4,1,1,1,0,3,3,0,3,0,3,2,3,4,0,0,0,0,1,0,2",-435.0
331,1,1660,332.0,"0,0,2,1,3,0,0,1,1,2,4,2,3,3,2,3,1,4,2,0,0,0,0,1,0",-448.20000000000005
332,1,1665,333.0,"0,1,3,0,2,3,0,0,1,2,2,1,3,2,1,0,2,2,1,0,0,2,4,0,2",-468.99999999999994
333,1,1670,334.0,"1,0,1,2,2,0,0,4,3,2,0,3,4,1,2,1,1,0,1,0,3,2,0,3,2",-457.0
