,episode,time_sec,step,action,reward
228,1,1145,229.0,"0,4,3,0,3,0,0,2,4,3,2,2,1,0,4,1,2,0,0,3,2,1,2,2,4",-336.4
229,1,1150,230.0,"0,0,2,1,2,1,4,3,0,2,2,1,0,0,2,3,3,2,3,1,4,3,2,3,0",-368.8
230,1,1155,231.0,"3,2,2,0,4,2,1,3,3,4,0,1,0,3,0,0,2,0,0,3,1,3,2,2,2",-359.0
231,1,1160,232.0,"0,2,2,0,3,1,2,3,0,2,0,1,3,1,0,2,4,4,2,3,2,4,1,0,2",-357.6
232,1,1165,233.0,"2,0,1,4,2,1,3,0,1,0,0,4,0,4,3,1,0,0,2,1,3,0,1,0,0",-299.0
233,1,1170,234.0,"1,1,0,3,2,1,2,1,2,4,1,0,3,1,0,2,0,4,0,1,0,0,0,2,4",-291.40000000000003
234,1,1175,235.0,"0,1,0,1,0,0,0,3,4,0,3,4,3,2,3,2,0,0,1,4,0,3,4,0,0",-298.40000000000003
235,1,1180,236.0,"4,4,0,4,0,0,0,1,1,3,0,3,0,0,1,4,1,3,4,0,0,3,4,2,4",-282.2
236,1,1185,237.0,"3,0,3,3,2,1,3,3,2,0,2,3,0,1,0,3,4,1,0,2,2,0,0,2,4",-300.2
237,1,1190,238.0,"2,0,0,1,3,0,2,0,0,0,0,2,1,1,0,0,3,2,2,3,0,2,0,1,4",-304.8
238,1,1195,239.0,"0,0,0,0,4,0,2,0,3,0,2,2,1,0,4,3,1,3,1,1,3,2,1,0,0",-272.8
239,1,1200,240.0,"3,0,0,4,4,3,0,1,0,4,1,0,0,2,4,4,1,4,2,3,2,4,3,4,0",-290.6
240,1,1205,241.0,"4,1,0,2,3,0,3,2,0,0,2,0,2,3,2,1,4,2,3,3,2,1,4,0,0",-336.6
241,1,1210,242.0,"1,1,2,2,1,4,1,2,0,2,3,4,3,3,0,0,3,2,4,2,1,3,4,0,3",-339.4
242,1,1215,243.0,"3,4,2,0,2,0,2,1,2,0,3,0,1,4,2,2,0,4,0,0,4,1,3,4,0",-309.2
243,1,1220,244.0,"2,0,1,0,2,3,1,1,3,3,1,4,0,0,1,0,0,3,2,2,3,1,0,2,1",-251.8
244,1,1225,245.0,"0,1,0,2,2,3,2,3,2,1,0,4,0,3,3,1,3,2,2,0,4,0,4,4,4",-271.8
245,1,1230,246.0,"4,0,2,0,4,1,0,1,0,4,4,0,3,0,0,0,1,2,3,4,4,1,2,0,1",-294.8
246,1,1235,247.0,"2,0,2,0,4,0,0,0,0,2,2,1,0,3,3,1,0,2,4,0,4,0,1,3,4",-281.0
247,1,1240,248.0,"0,2,0,2,2,1,1,4,0,3,1,1,3,3,3,1,1,3,3,1,3,2,2,2,0",-333.2
