,episode,id,depart_sec,arrival_sec,duration_sec,wait_step,wait_sec
382,1,f_1_4.44,1051.00,1263.00,212.00,8,68.00
383,1,f_3_8.6,1031.00,1263.00,232.00,5,112.00
384,1,f_3_10.17,1121.00,1263.00,142.00,5,66.00
385,1,f_3_11.5,965.00,1264.00,299.00,10,119.00
386,1,f_3_10.21,1173.00,1264.00,91.00,3,30.00
387,1,f_3_8.7,1052.00,1265.00,213.00,4,98.00
388,1,f_1_5.0,567.00,1268.00,701.00,16,471.00
389,1,f_3_8.8,1074.00,1269.00,195.00,5,74.00
390,1,f_3_10.18,1134.00,1270.00,136.00,3,26.00
391,1,f_1_0.5,902.00,1277.00,375.00,13,168.00
392,1,f_3_9.17,1121.00,1278.00,157.00,7,78.00
393,1,f_1_3.25,624.00,1279.00,655.00,22,315.00
394,1,f_1_3.23,610.00,1280.00,670.00,26,323.00
395,1,f_0_5.35,532.00,1284.00,752.00,24,508.00
396,1,f_1_3.20,521.00,1285.00,764.00,27,438.00
397,1,f_3_11.9,1017.00,1285.00,268.00,9,127.00
398,1,f_3_11.20,1160.00,1288.00,128.00,4,61.00
399,1,f_3_11.21,1173.00,1290.00,117.00,4,40.00
400,1,f_3_10.23,1199.00,1293.00,94.00,4,26.00
401,1,f_3_9.18,1134.00,1300.00,166.00,6,78.00
402,1,f_4_10.0,1200.00,1303.00,103.00,5,29.00
403,1,f_3_11.15,1095.00,1310.00,215.00,7,90.00
404,1,f_2_2.40,908.00,1311.00,403.00,13,194.00
405,1,f_1_4.45,1055.00,1313.00,258.00,10,104.00
406,1,f_2_2.41,933.00,1313.00,380.00,11,182.00
407,1,f_1_4.46,1059.00,1315.00,256.00,7,101.00
408,1,f_3_9.19,1147.00,1316.00,169.00,6,86.00
409,1,f_3_9.20,1160.00,1317.00,157.00,6,70.00
410,1,f_1_1.12,702.00,1318.00,616.00,15,362.00
411,1,f_3_11.10,1030.00,1319.00,289.00,11,144.00
412,1,f_3_9.21,1173.00,1320.00,147.00,4,59.00
413,1,f_1_0.6,937.00,1323.00,386.00,14,176.00
414,1,f_0_5.36,533.00,1324.00,791.00,24,543.00
415,1,f_1_3.24,620.00,1324.00,704.00,23,324.00
416,1,f_2_2.42,953.00,1327.00,374.00,12,168.00
417,1,f_3_11.11,1043.00,1329.00,286.00,12,134.00
